,Beauty,F&B,Gas,Groceries,Health,HouseHold,Lifestyle,Listrik,Transport
2027-05-30,168987.21429573518,556529.0951852608,224141.7458127134,891179.7949156417,111720.99492840428,335431.88130692823,278646.5559631836,391543.2897323758,201929.40334371518
2027-06-06,165402.28741657652,554312.6676863672,219965.69300208025,887005.3905892543,109098.41309935643,331108.9137832198,274559.61193093,385705.88063301943,196863.8732125745
2027-06-13,165192.14723802355,543377.8125358303,219681.17627854852,876986.5620934282,108867.48764878581,327023.20300329174,273341.67711642483,378615.99403696693,195496.80899267932
2027-06-20,161056.16509602213,533982.907732697,212928.28769456834,856045.7475802414,107276.31233266568,322485.6047815955,268068.0487373547,374002.97734006675,193551.361182016
2027-06-27,157300.42101126496,529100.1536598495,210900.87294832995,841688.9220596516,105497.67349653231,314911.9305168819,262066.40832695813,369005.6072336964,189704.65497657837
2027-07-04,154456.94623339063,515772.85946343123,207647.26435684736,828334.1585561137,104124.63483386871,308715.42993078916,259037.64056414983,362195.04028013727,188065.64710863458
2027-07-11,152938.79634672817,505068.6535434103,203849.7218111792,818391.2040653435,101182.43451703932,303590.8174522269,253012.71253760927,356332.24155257206,184014.9286796785
2027-07-18,149765.7195396801,495886.14916177193,199725.80117935498,795934.9428161684,100295.65247184156,299135.82887555665,251264.88779581912,348671.7038661123,179331.47140491637
2027-07-25,147903.71122136057,492742.39438100246,196361.12710132194,786917.2671351606,98841.72765676667,294208.53972485824,246940.3984574106,345909.6650026002,176866.4350628161
2027-08-01,145274.37939079804,479863.7638599855,193269.7463684696,776804.5301050917,95723.673656242,288683.9082454396,242197.42636914054,336087.08272988745,173860.70777455144
2027-08-08,142568.54579151294,479797.5437083129,190017.22129971234,762661.2698851227,95241.93756362991,283302.15995563637,238157.35545323478,333640.62129724823,169723.84188419522
2027-08-15,139878.1709125915,463172.73048410006,188314.90071831865,750162.4128724899,93423.42088525803,280342.3511610743,236390.26215798888,329932.59721534647,167769.56041653547
2027-08-22,137484.80049330054,466310.9272934416,187038.43755067795,743315.842566615,92373.19593799247,277514.01175380085,231034.50109559356,324290.43962321215,165840.43827789606
2027-08-29,136639.30628311128,457108.18532521167,182074.76487787423,719716.0974795313,91489.96657321019,274840.92919307644,226812.97817182657,319252.03176268016,162536.4325440235
2027-09-05,136239.76973241824,451749.78600924276,179426.82453598842,725898.0113403936,90154.69947572697,270358.8066936888,226557.62678549974,315469.5783205829,162759.70888543723
2027-09-12,134671.8377956527,447008.5939081611,179260.07460172212,714777.1238677838,89336.32428545588,268403.0382418949,226793.00462451312,315672.77752695937,161189.35632487832
2027-09-19,132797.53970596078,446770.6529191961,180888.83439098066,705913.9686258795,89171.63873540718,266073.6401167186,221617.95695017563,309550.7627241131,158972.6080368133
2027-09-26,133400.87244336715,444142.5357405337,176890.9744306686,712823.4063926532,88303.70152988777,266494.81474239536,221666.48278993045,309267.91829195275,160288.9756775241
2027-10-03,133424.82618508567,446544.38187267137,179153.56767249608,715552.4376488599,88214.31286908341,264999.0333492918,222413.62113144185,309954.56292773056,160407.29125056867
2027-10-10,132665.897140036,444714.8698456112,179449.42110365888,710537.087099819,89225.54678626948,267517.2721542355,222147.2693007209,313266.4045824153,160198.8792916026
2027-10-17,133962.74455587007,446533.9234916911,177909.67939350655,717664.5687296699,88657.23680002795,265016.10171492066,221851.20506854655,312975.31172469707,160325.27951400503
2027-10-24,134728.33443101382,448039.89577672986,180148.55360209104,724767.3951235777,90122.94151190748,268829.91127567994,225876.78547392032,312570.1683376922,162153.9114071919
2027-10-31,134971.45678613507,452619.9176390573,182733.3093024725,729679.3085317122,90783.75198609897,272109.0300278037,229281.19175170158,316390.55870442843,163606.6197358386
2027-11-07,137531.55035846317,458313.53721623676,182638.48537661514,738630.310587896,90645.90319440601,274802.1714508877,229017.1807207832,319205.7574536361,164992.51501859011
2027-11-14,139388.3451158397,458950.4347552369,185086.76193464905,744129.8791432931,92306.38882120787,281975.06393809785,230482.84250626923,323015.96827940625,166019.15703988497
2027-11-21,141730.17891098087,466355.8380400672,187308.83972418393,751863.8171081367,94542.31502058997,282360.4809940507,232926.95014134888,330521.4678442064,169350.40926327935
2027-11-28,143875.94676069656,478810.14430729137,189766.03689820098,756715.3112679868,94899.81404887709,284665.10854807775,238798.46201264378,331465.8383743531,172778.64685174738
2027-12-05,144406.43036027276,485226.1048827885,193270.29896992148,774694.0561074301,96727.58612633904,290736.16840184754,243779.31732287965,342174.6253987632,173990.65271073816
2027-12-12,147242.87675293608,492694.19343535963,196037.7204437343,785673.6564607214,98861.86080187422,293228.12156554515,247171.0355712399,346657.30820119206,179423.6400446661
2027-12-19,150955.43122936992,501943.26742920815,200792.9565068771,811719.2630244627,100771.13177395023,301017.4099339817,250945.58649712376,353237.03574113775,180209.91789416925
2027-12-26,153655.9231169769,511770.8997760467,203590.80497399837,816739.5695704988,102054.61965950626,305291.58322208433,254714.3831915846,356821.21771280555,183953.8666965574
2028-01-02,156397.84645837123,518689.13644469884,208249.20016997965,832554.4762598936,103708.95203174863,313396.2068006236,258654.0632818385,363764.57869344216,186608.63579596428
2028-01-09,161642.08635148147,527229.3639647957,210114.15466511695,848886.1427494442,106546.21008650954,316680.76505508757,265631.00204705686,367914.5723693928,190703.98903251675
2028-01-16,161882.13449133968,538669.5018321435,215602.8357099742,861262.2316965287,108505.42757077866,322732.7843429468,270232.1588739316,375807.7628737126,192176.760406612
2028-01-23,164928.55008454624,544476.9875706651,219602.69676748998,881856.8753852473,109874.01292833143,327200.41494671494,271529.2975239879,383709.93964366737,196400.81340635792
2028-01-30,167298.9403236625,556298.7618927616,220117.51635881868,885954.4105586228,111098.28507197759,335775.1550298652,279626.3637244635,390962.80136055016,198917.21772093742
2028-02-06,169426.06960409216,558868.6282081148,225624.09145733132,901778.569370884,112220.88458292141,337393.18818204873,282280.1326354722,392250.03662369226,202846.83591183845
2028-02-13,170868.77897520355,572923.6587889267,229367.9768707183,909591.3491701878,113654.93173584422,344959.2973825864,286924.87815423857,398605.9033972045,206221.27972837852
2028-02-20,173624.5915815896,578032.7092600982,229530.84520293502,917681.8548416221,115631.50016344599,347331.9569756167,286747.9480914264,403531.077252439,208247.8431678667
2028-02-27,174180.29263817807,583173.112832722,234685.7877856127,929605.7852314787,116715.80680983183,350242.92318916554,289559.23905419937,405330.49584401934,207577.40043412446
2028-03-05,176016.8229227202,589771.5170524478,235344.93484639967,939555.5161599409,118163.75721499002,352941.9734765267,293471.1831590829,412155.213887886,213271.18694096536
2028-03-12,176974.42083423206,595291.8310948361,235746.24613771343,944087.8230758184,118550.85404300399,355267.58293753216,296192.5530254588,412522.7184080262,213071.88414068345
2028-03-19,178237.07626541203,596454.827365453,237511.7918035054,947500.5596051569,118032.24028970163,353459.8324527262,299204.9021301126,415401.2984274756,213111.95556660308
2028-03-26,180430.32509510152,591045.5849886589,238817.43513931692,947411.1630524934,119655.52792225905,356970.3372489666,298706.48392576294,416162.52799604577,214574.6125312075
2028-04-02,177486.83434255043,593092.0017064747,238592.38304073803,953733.0883067877,118759.1585110056,359042.30343076494,297842.12046564196,416022.31850131036,214823.31072464547
2028-04-09,179266.82978108537,594278.4023501091,238874.93551018566,947325.8365748333,118976.10412289348,357430.9235013978,296637.2628875918,417075.98543145286,213902.39772070898
2028-04-16,177081.74069389625,594369.4862831553,236801.02986997194,953927.0377069637,118985.95183465151,354474.7704243716,298689.63004471303,415635.66429784574,214127.65811735403
2028-04-23,177157.90500038615,593000.3272169335,236851.83269034038,947059.6464769552,119339.06967804412,354945.10112359026,294647.208050692,413543.57447204477,212467.49962081556
2028-04-30,177242.36369833318,586271.1429691418,233820.4865039052,935106.5980053811,119172.05977840778,355407.45977559855,296078.33694447816,410385.0439134773,211346.85510730816
2028-05-07,175097.13890444333,583963.3465449318,233287.34579214695,932357.4511057831,117002.64745631591,351968.19535354554,291392.7340048614,409006.66891748755,209441.06344596646
2028-05-14,172593.87689202133,576118.8275873443,230299.0063258263,921803.030246802,115509.85867428535,346711.3649368876,290991.8700498862,407498.92966262094,206793.21840979627
2028-05-21,170973.3774041955,570170.722779655,227944.2769722642,915995.9257010926,114607.15628166725,344446.88428786804,286698.4227561415,400434.46475846285,205943.0790465624
2028-05-28,169909.65222297868,561149.8602954716,227102.69839024733,908828.2226442401,113377.13032045537,338250.14729200327,282162.01215699303,397009.76600240904,203806.7141863979
2028-06-04,166555.89524112752,554704.1509344408,223896.2037404815,883718.8846009659,111242.11299716501,331651.5330495907,277856.87156007637,387475.67546578404,200987.7994943672
2028-06-11,164817.25447867825,545470.4902742651,220149.01883622954,878619.6271778791,110667.54603561734,327923.1220907892,273998.71604747034,384470.8737705782,198323.82537116183
2028-06-18,162123.98363853665,537859.6660629192,215027.42691347245,863838.4275303136,108174.90521866822,326523.9426699799,270685.07046315033,376289.14987855445,194799.6718993439
2028-06-25,158957.47909128317,534121.3689981446,212278.49735295522,853064.983516402,106546.3244458707,318481.36908123107,265840.07787358464,369456.4665314567,190855.9622739898
2028-07-02,158370.96384734084,520169.85537907627,210230.43874044163,836922.1506748006,104841.63264625845,313160.93559163116,260529.41204049217,364486.446857756,188871.3044144043
2028-07-09,154555.2714754446,520180.3958577804,205581.49319191472,818751.2277861439,102930.68144444464,307709.9071229999,256592.68108494644,361605.4323222046,183674.03286458956
2028-07-16,149917.3498620917,506020.6507591519,204234.27194276158,806383.553868453,101376.94145162475,305728.61848852935,252491.89929062378,355013.6769050367,180912.8439182407
2028-07-23,149010.941760279,496699.0937232436,198888.11920499694,790795.1020351963,98938.77408952781,300181.14042144694,245457.5840889847,347791.1606533997,177777.54116476138
2028-07-30,145926.001497202,485928.57670214126,195421.83757752774,785223.1823985452,97335.74335354584,296172.8530417288,244609.94571978302,338969.9038270086,176678.86006815932
2028-08-06,144765.38265051326,482170.96686324273,191858.96040168562,768757.5540582403,95533.96131645821,288013.5474832321,238985.4445514641,335950.64337537537,173799.77884202538
2028-08-13,141421.76582072876,471948.09334958316,189488.4160708533,765024.2634072962,94897.18819834563,284475.7494822272,235251.9284535816,331899.00655620237,170857.96236280442
2028-08-20,140037.7737541252,467384.4448206979,186679.29827725329,747084.4291992768,93805.35230857297,277972.68834631954,231430.52970815386,327262.78260062175,169113.32818096108
2028-08-27,138855.82312980728,467990.486914245,185344.2189041178,735710.813842075,92546.94154679053,279169.56698032125,228552.77216195167,319886.55412690976,165381.1447005155
2028-09-03,137749.6772057136,456761.0529509751,183757.18339690927,725147.0667500074,92237.48675673112,272449.0522932701,226806.291971253,318342.785656166,164834.1685799781
2028-09-10,135113.93535567363,456253.70885226567,180566.2207541126,718196.2821534586,90673.30709789577,272353.4786675749,225803.98657123762,317254.23178832576,163104.33220761365
2028-09-17,134983.85803652444,449024.50548186916,178981.74566431576,714915.3706994721,90490.86013673303,268823.51413536107,227832.79719425016,316486.2216729338,163043.8746495826
2028-09-24,134417.66793901846,449158.78518172144,177862.29719008223,719862.5168567881,89303.40084352311,268664.4536046703,223965.77860911292,310629.1557986498,161624.95049757
2028-10-01,134148.73139926913,453222.76266808686,180026.29575851175,720108.1178193166,89565.60236456241,268021.56300082424,224620.06817233408,313873.31579820893,161220.02538887024
2028-10-08,136155.77107080808,447871.51699085475,178672.2072479558,712777.5326083902,90235.55580584773,268751.5478901808,225220.069050795,314857.5895920151,162284.83413542158
2028-10-15,135654.07718304204,455698.9243943968,178314.2306068093,725448.6380553516,90658.11165525246,269891.99774491915,225747.73298247202,317304.28307948646,163208.9613302577
2028-10-22,135241.90509983842,455727.94005727104,181972.0026919839,724401.452143078,90644.72856989437,271552.7329387918,226882.47578340868,318983.4929254581,162823.57100334554
2028-10-29,138019.97114320946,456365.7486699924,185601.765761324,733022.237023507,91518.58349601657,275913.1502335072,227391.84060036496,321459.840734725,164742.92151528492
2028-11-05,140357.71715937185,464134.6860530134,185015.39577060996,746534.7492416211,91751.79646773452,275874.905833631,233090.49278803632,322387.67080703384,165566.72344365736
2028-11-12,141244.99583988733,470666.8757723132,188132.6866337502,752764.1407006565,93468.58332924599,281272.1059294687,236376.74062867055,324425.8390138068,166316.52135762505
2028-11-19,141281.2531775443,476290.4604122424,189976.20356122736,758503.3742190958,95392.37868309979,286668.500032478,235264.64438569633,331627.3125298322,171085.35045068414
2028-11-26,144225.3098404311,478036.05618387647,192685.7575402499,767573.819872103,96679.92610477381,288407.17624339147,239700.77325319333,339125.9882826368,174054.19729472612
2028-12-03,147892.75592154096,487990.7322592745,196842.5065625224,775086.4587128214,98212.04790045792,292808.2667831806,244554.52467144708,345304.54806235345,176566.94719975928
2028-12-10,148918.3836070687,497544.9890987306,198975.23973085507,794185.4438232053,99657.64398111234,298552.48447479523,247876.22060016697,349958.11091034766,177584.3573015604
2028-12-17,152404.90952348348,506720.73293516255,203030.11891723698,810206.3854573495,101384.89488089662,305913.67771728867,254085.86519577616,355586.1179954419,182170.6894557797
2028-12-24,155354.44936727517,517463.2596678872,206686.32957580022,821509.808969812,102852.15531506538,309838.10910083633,257045.44945899697,361802.4749814828,183731.6556085978
2028-12-31,156819.25301336843,525492.4220591731,209351.17736909294,839552.0434225748,105359.04812146927,314232.0802921926,265230.40486317826,366560.5108829567,190250.07203735117
2029-01-07,160210.7838898544,530846.398792894,214665.9462254042,855003.0230353057,107047.43841012852,321236.6707905836,268580.56558776414,373701.72626904957,191329.06436437462
2029-01-14,160525.9062766784,544140.0172332821,217100.8492856115,868203.8122419954,108883.91394514985,324260.27533870575,271860.47884117387,383153.53749423317,196678.09138659012
2029-01-21,164811.47529682048,553459.0177892802,220017.27621093538,880492.0751584191,110123.49326388033,332181.5713213068,277250.00954218494,384703.3108881136,199547.00191270115
2029-01-28,167896.9030609081,561687.2400346709,224651.61540950774,897135.0409516162,110980.88132303304,336785.5693104586,281526.2574878683,395027.2976241326,200893.0636920611
2029-02-04,169504.57895254958,570836.6729439639,226355.42047023991,910783.3164064015,114175.52058189233,340419.1199713381,283362.42620496586,397130.7555206931,203508.99315068687
2029-02-11,173832.4295600429,577445.208993353,230172.34260016136,916215.0494613975,114832.66199339191,343958.3634665175,286659.9302478129,405071.7887158028,207445.07849326072
2029-02-18,173485.64880615965,583008.7996635048,232735.22078952927,936621.088663679,115940.78201106518,347786.4882958351,291028.10356142896,404840.66835918295,208710.0141740914
2029-02-25,175932.7683574689,587367.258129659,236102.9645291538,939673.9233241519,117855.27393761811,353327.82944950217,294848.3813597752,412305.2030378521,211607.59824493242
2029-03-04,177795.3824841502,588172.0211701621,237404.46763446074,947794.4760981025,118268.87838083084,357238.12485610484,296336.03725029284,413337.7487148581,212802.2476296965
2029-03-11,179922.2886353139,597211.8244428792,238430.08459927392,956653.3039251025,119757.52397103285,356726.7057164854,296097.6438447851,414819.72764066607,213006.55782919808
2029-03-18,178601.66422089812,599447.7553321833,240389.18074491055,959218.5223078951,120094.2101976435,360044.7017238926,298460.73750219925,419632.40985421214,213606.8517839272
2029-03-25,181069.594157623,601336.3515713443,241653.16934035972,964864.3937010226,120473.26555727144,357263.90215911047,300236.23615968495,422226.7587648921,216440.68143585327
2029-04-01,180397.84820616932,598108.7065951313,241078.0415202247,963229.4215162987,119577.13775133615,359903.42022482347,300555.70701193373,419431.7571067388,215962.80612078798
2029-04-08,179518.89332342893,598147.4413546956,240350.3857021299,958910.3828305843,120775.98853383645,360463.4612241234,302890.71907384536,417971.7799631992,215808.24893883514
2029-04-15,180140.7453763963,601946.7747023286,238413.72079524834,960348.2422112183,119993.40377941617,358223.810415925,297924.4613564994,419358.99646071123,216379.27878002307
2029-04-22,179164.03884481874,596616.925692487,237621.2117677761,950170.3968941233,119158.52414580264,356624.72858409287,298989.8933408592,417548.05767863005,215873.79093673555
2029-04-29,177478.37826614894,594798.8881568251,236932.8298610027,949386.4570845356,118690.72151634982,354855.41251333273,298408.95959210716,416126.15483759576,213268.95885959602
2029-05-06,176604.17062727464,588576.8594854333,234792.91321588357,941476.7817095935,116813.09509257226,353541.92721955385,297092.34395433206,413616.0349814628,211555.64404001966
2029-05-13,174616.09045123233,583091.3091783349,233019.7962288528,931994.6026982628,116807.71017165945,349529.1577701477,291002.9626358178,408007.86661349,210336.2195084569
2029-05-20,173097.88336848936,579054.8607134431,230740.31040429833,922220.4918718493,114827.14448560958,342668.1438691144,288968.8624151518,406943.53663984215,206394.05241873153
2029-05-27,171399.44209057884,568386.0351284168,228400.15153394084,903954.4389363459,113258.89424687027,338624.6379404235,285550.2739209784,399165.71366720897,205284.2506508986
2029-06-03,169796.0730004349,562262.1699034388,224738.24840637544,897040.0891067743,111643.19399910832,336302.823009866,281255.28614498477,392809.0611872483,202824.569840631
2029-06-10,165229.43908578204,552703.6474779113,222030.23592369576,886546.3167240428,111328.21132742974,333002.13129888463,276806.11134828784,384881.2921113418,200001.56803945848
2029-06-17,165192.4699630114,544222.7425381499,218188.06765750237,873133.7985387585,108747.16492449972,323064.13259995054,273199.46079024044,381256.63401415816,194568.15648617083
2029-06-24,159485.00367575604,535723.9681093215,212623.29280084337,854284.3369050851,108066.24353855687,321148.54378656845,265083.14160247194,374959.1517381257,192453.66368764947
2029-07-01,158152.0571324805,528108.3209416083,210081.8592111908,849147.609783497,105242.69657097863,315742.4201227382,264629.08011884027,370967.6239522593,189128.6382169675
2029-07-08,156023.96028698003,517412.2030528966,207299.5422871005,826309.8199784305,102868.1359426146,313247.9514315459,259462.2596831051,363835.6985670557,186789.1651175082
2029-07-15,153149.8408762966,512936.38023225154,202709.10122448596,819553.0126714152,101401.1357636892,305300.6612334213,254620.40133818606,354793.99697996536,183959.58649238557
2029-07-22,149906.9665577469,499010.1190698256,201098.583660146,803703.3971680859,100867.23327507837,301322.46587233606,253181.89640733667,351174.0913039815,181795.8288038362
2029-07-29,147769.13983142065,492616.92595355865,198764.39285792853,786349.658862964,98538.87192382407,296062.34874850843,245698.38500849283,346334.0530952993,177064.80889069507
2029-08-05,145259.19712183243,484330.49843040307,195390.69228213272,783788.9652921796,96811.8215669724,288062.0459259423,242211.06805171297,342474.9331321907,174306.9221389136
2029-08-12,143077.02298025554,482014.26653743,191145.28585968804,760660.3675954471,95759.37347823552,288190.403920875,241687.85254102873,336430.9072215565,173257.5606745473
2029-08-19,142263.9178314016,472580.44113673165,190326.34781503104,759019.1034071643,94668.70220717431,283576.5272754561,235004.45046666404,331793.819581862,170218.97875504027
2029-08-26,140247.73445845614,469179.52082861273,186788.63124917855,750562.1844400777,93878.68130393946,280722.3486474766,232612.3106362999,326725.0871265353,169116.853772848
2029-09-02,138083.56878705093,458296.93567906227,184467.2486735439,736534.8577423411,93126.41693727742,283095.8585266473,230821.6365265388,324087.1316376494,166583.75638290457
2029-09-09,138191.74774095078,459057.7851125927,182742.6611156269,738994.1163169286,91498.14756668937,271907.9262595038,230245.9978266217,323059.74518977944,163979.05244440906
2029-09-16,136968.098777473,458016.1574451105,182014.36249593264,728267.1426712873,90495.39224816936,276062.29324827273,228155.7933622176,316722.0958736469,162885.33344487863
2029-09-23,136886.4136849288,454461.6002925205,181314.17930919156,727964.1990280505,90644.44548330475,272122.3629124986,225512.16347572563,317367.60440090275,162135.75949080646
2029-09-30,136613.84012855255,456469.09592802945,181692.57421852194,727129.9193396707,90891.21925136466,272714.2303508242,226237.48679127404,316311.78118293284,163965.78884781443
2029-10-07,135712.82430581612,453155.3474214413,181940.00139972675,726580.4747088253,90407.83424623313,272600.8727600635,226465.09123183083,318777.51594045525,164671.22181758747
2029-10-14,136433.095293084,459700.8055112365,182474.02078446242,733127.1321498752,90756.91192470698,273070.1076463664,227992.19214885746,321477.09464492963,165888.3032151258
2029-10-21,138250.9284428426,464715.4394390485,184024.21582174653,737523.0654902096,91965.53276677504,274526.16708564217,230016.4016382875,320233.03088923846,165987.3446858911
2029-10-28,139292.24255540382,461874.4531199966,186303.26608322468,733456.3513408005,92531.98372843393,278163.19281601696,231913.53195540785,319764.05202169553,167647.91254737595
2029-11-04,140253.3139895496,466449.5443132405,187974.8743821383,753318.6419583006,93529.0586210543,278262.21982503793,231561.63561581072,326572.9241279269,167800.77352263898
2029-11-11,142061.53260536588,476878.58475240855,187813.15145539583,750542.2297432402,94269.77704457282,285072.9428870512,237952.4880142582,332870.1655227605,169327.4702463917
2029-11-18,144881.91949726155,483694.49978239427,189344.30663232502,771723.0958862746,95833.9135265106,287223.0500435126,240188.49576652952,336762.75092280953,173473.47638968006
2029-11-25,145647.6970268643,485664.10182708735,195722.8206692275,783660.8235792633,96932.13380685997,290487.6471284218,245216.29100697764,341629.20226014795,175685.56335920488
2029-12-02,148855.78576893898,493767.74206746527,196560.40494566655,787345.2688554671,99408.74102760338,296215.9061791292,247964.35246421577,345882.758098863,178231.25521658055
2029-12-09,150800.38139036787,502468.95807682635,201044.60243769834,803434.2142065457,101152.30858715739,303789.77558468044,252963.3634966585,349983.08993089973,181491.06538820162
2029-12-16,153411.67422336378,508555.324141695,203596.46714165292,814643.5019969053,101460.19615273709,306346.86762104405,256541.406848953,359243.2803563393,184580.78908515343
2029-12-23,157100.44663960394,518624.58346916793,206566.50489657136,832614.2572154506,103719.48723697949,313090.4084285415,262143.38886294267,363184.8561672043,188687.07197460448
2029-12-30,159636.40330220343,527547.4515513278,212564.58411548796,846860.3484123898,105263.29606609655,316938.2476673516,265681.7150291262,374862.6317111614,191986.29627489016
2030-01-06,162368.45030731172,537274.8996882772,216436.91260071762,865829.6718907373,107513.86675300404,324653.5189355079,269474.8027424651,378434.4631353466,194599.7800134798
2030-01-13,165438.8560605062,548112.444298668,218703.15220612718,882359.8854118941,109598.11231853177,329947.7555184662,276940.121659126,382723.27503252495,198112.91893147517
2030-01-20,167098.40908245623,557527.7241687803,220185.83264283065,896690.234983062,110663.61485763852,336938.225652408,279582.3900715693,388789.6069532771,200961.84373866027
2030-01-27,170100.68407633467,569173.6490582468,225572.71468223212,902227.1644156253,112598.54965867965,338915.0927774781,283365.8794393613,395545.52611677436,203092.01045860501
2030-02-03,171710.60644498855,570648.4699395983,229649.5460219807,916194.0805713345,114126.89232224833,344889.5952320041,284976.79700004973,400781.9201654737,207012.87602234219
2030-02-10,174354.1360198709,582830.84351454,230669.10343856533,921858.307260474,116177.6411683692,348369.12382031756,288574.63423734484,408213.48537002143,207678.16794463215
2030-02-17,175963.53772226477,586335.511266238,234931.55327049986,935769.2931368981,117408.76884387848,354066.0976988756,293801.13604107825,411135.56666081335,212221.87641271492
2030-02-24,177838.4388696466,592428.6470455425,237005.61267869646,951943.0966438677,118149.59248726611,354453.135210391,296458.0546570471,413506.2588806816,212243.75962929305
2030-03-03,179646.5849936737,599021.1061457365,239512.91446572912,962196.823158705,119555.2219191337,359517.94241850794,297899.3755013996,421442.1113897466,215297.48362763048
2030-03-10,179730.5583294996,598340.60775251,240578.5454909804,956898.4650027454,119956.1425189895,360396.40173967433,300749.9347777229,420889.47854465136,215652.43004772608
2030-03-17,182750.7414644572,604894.1943911038,240602.1990693759,963931.2150044183,120651.8064499657,362266.61974972347,303954.8686728763,424102.1884508962,217915.7912939987
2030-03-24,180945.5984807924,606083.1689102566,243463.3868575541,968961.6383957227,121970.13372309407,363537.8517605069,303702.77228804986,422902.53048477846,218009.60111696552
2030-03-31,180982.42212422422,607541.3401060704,242365.5552053931,971216.9837489586,121932.27291510519,364164.4877622701,301728.8453358341,425052.600710788,216836.39593823103
2030-04-07,182626.49814025036,606582.6382268539,242316.5821073238,966137.1325076483,120522.15270495307,363341.4864055677,302790.4722746135,424646.2441164596,218488.12765006698
2030-04-14,181890.80496458148,610461.7768301415,240796.1426330725,968613.8865464391,121279.57150501243,362916.18566297437,301155.5551391164,419719.5822750867,217036.3408337817
2030-04-21,180985.72410933813,600131.0975278685,240246.89674420722,960865.3585933112,120750.78777494516,363402.4455794413,300378.09884873766,424734.5446852539,217414.19314459088
2030-04-28,179902.69022937666,596777.277937257,238357.1054158777,956909.8234361054,119046.822420576,360341.03672327974,298535.3655803437,420931.96703394747,215318.9104367751
2030-05-05,178045.52415730746,591957.8461404134,237233.33292266677,951810.2529223756,119112.52831317253,357413.1503626306,296160.7917499827,414765.89641627733,214021.5299711804
2030-05-12,175735.0250436747,586637.8599430629,236922.3295765278,940868.1734647856,118374.276507399,352132.6223555423,292444.357155515,409689.6148728768,210827.74692723318
2030-05-19,174572.48895160653,580125.3172916045,231315.61290101692,929004.5126136868,115782.48461885194,347697.40982357995,290699.8242030376,407811.3824010657,208888.36363126885
2030-05-26,171897.8629744644,577658.3221880973,228260.75094625456,919058.8101608219,114478.40476155852,346244.41935355356,286642.13088410505,402431.767576205,206474.1063372272
2030-06-02,170840.79036179947,570582.7624924285,228283.77107647512,906896.9511591047,113915.13110791252,341532.971312267,279853.9400737241,397544.47197070334,204902.3729063017
2030-06-09,167550.397847186,557442.1038766683,223338.2641672649,892710.3072581385,111909.5415776212,337530.3877802516,282000.69983614807,391543.539171069,202702.46843900005
2030-06-16,164476.46220783523,548237.7280853381,219458.37406857955,879474.6029782895,110339.46154123949,329285.19927190535,276520.2705768202,386108.95364395436,197390.04754994693
2030-06-23,162210.92031756876,542685.0712203276,217642.51761914074,872805.0404089976,108471.60107407258,324559.59641457646,270282.89025852457,381587.35760448885,195911.51496876212
2030-06-30,160078.4847178743,531182.0628131895,212419.4326298199,854343.870469992,106707.87204524246,317078.346010547,266304.8340241217,373788.01490569947,189769.83367664795
2030-07-07,156662.819140924,525201.0380628121,211273.49312091625,836608.0123573607,104060.50563952912,313582.5184519627,260344.7863250647,364696.1988398039,187427.96460564932
2030-07-14,153825.3218522309,515313.93138181407,206600.57540321356,826478.41574554,103484.98361924787,310378.8300636806,259522.9655121065,362749.1216730268,184467.4839681188
2030-07-21,152059.64677964183,502466.9109492499,202014.59708655148,808674.7560197647,101836.04924356248,303054.0196732035,255499.7464868379,357250.46535182465,181034.99982473082
2030-07-28,149611.84662093056,501962.5019786553,201394.80380339752,801642.4809108747,99504.052423032,299816.9630779993,249242.73664797322,354181.7165681272,177888.51648031003
2030-08-04,146751.6306147085,494929.1541701949,195570.06907197912,786181.7047487221,98066.1535225843,293977.92133347696,246499.14329895974,341341.5074330501,176929.9046164082
2030-08-11,144668.65799216036,481874.4840117027,194104.67766717478,773021.120604645,95915.73739630487,290529.95898508054,241922.33634262424,338809.5625395526,173833.66313769383
2030-08-18,143303.64388506432,476129.4342069805,191138.7678231347,765148.7686741538,95676.864999373,284537.6757793687,236878.4372548153,330325.40894419356,172096.99257629996
2030-08-25,140396.79976126977,472324.2068681215,189945.55864592252,748291.7648178209,94607.93739911892,283093.5402092364,235289.99248445008,331094.69139758,170400.86103838068
2030-09-01,139050.5433261244,467856.6124979903,188369.69940593597,742725.6829611973,93372.99859610491,275725.57835746254,233675.14521997632,325954.9788443241,168366.4246821435
2030-09-08,138481.104841847,465046.15404096973,185391.92149278085,736663.9693492642,93242.1353517928,277759.53177832963,231131.71203121453,327745.885492445,167415.91246787892
2030-09-15,138080.4289464421,465827.22571433574,183567.26787662177,737854.5153669267,91993.30425799401,274035.31875487923,230127.54058691615,321205.62385966134,165826.0381146531
2030-09-22,138012.83794340846,458823.1561619649,184166.1818352191,741754.8987670603,92135.40780908678,277368.30631324014,229518.5126684636,318529.79664504726,164267.2946735768
2030-09-29,138751.02583323242,456819.285790388,182848.29619094153,743029.2468275451,91253.17361100076,276455.12837018725,229306.41632853524,320345.80868498445,166125.443167363
2030-10-06,138480.70545481954,456009.9043880238,185796.66823075066,737685.3283386593,91879.86441617491,276374.9279477852,229794.4243421519,318163.6381210121,164874.7519653986
2030-10-13,138236.16734916958,459359.7457222857,184611.36365993894,739902.6912152027,92150.23703547669,278993.75183402334,229267.7790780745,324145.3736208861,165185.30882708437
