filepath,label,split,augmented
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\UC-GROBOGAN-10-MARET-2026-pdf_page_1_png.rf.5e758a59d0923bfb592d97a00894aac4.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\test\images\UC-DEMAK-19-FEB-2026-pdf_page_1_png.rf.4f2eb2a7e4e3fd98bfcfc8ff579c354b.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\valid\images\shell2_jpeg.rf.78e0474920d53749de24686a4334fdd8.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\valid\images\UC-DEMAK-24-JAN-2026-pdf_page_1_png.rf.bb07e29b16b5bd1947d5734bda7e2905.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\valid\images\camscaner-bensin-rizky4_png.rf.524bcca71c529cef19aeb3293ba62254.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\valid\images\shell15_png.rf.f4e42483508e4309ea290aa6ef71aa2a.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\shell19_png.rf.1378746f6c4ebf71f6510c03d4b74b24.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\camscaner-bensin-yani4_png.rf.04a3cb2bbba5dcdc664ecdb15fd76202.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\bensin-affan3_jpeg.rf.c2ad8ec140607d0a34740b3df9555dfb.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\shell5_png.rf.ca3c0a6bdd2cd11daee5c3748c6f747f.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\test\images\UC-BATANG-13-FEB-2026-pdf_page_3_png.rf.eee5983b606cec2d9f904ea9b5fca55c.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\camscaner-bensin-lana2_png.rf.58c92beba62c063dac2de847d275c704.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\UC-DEMAK-3-MARET-2026-pdf_page_1_png.rf.de326daafa4f21bfa91c61c97a0f3895.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\camscaner-bensin-nofita1_png.rf.b9066e43f4996c969ebebb95c4c49b3c.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\shell9_png.rf.f421d5afc542a0e7efea861a8391b60e.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\test\images\UC-BATANG-13-FEB-2026-pdf_page_1_png.rf.0a456166f24dae4655c4b07cb1604d4a.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\UC-GROBOGAN-02-JAN-2026-pdf_page_1_png.rf.a1877efaa37cbc3be316939bd14010a6.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\shell10_png.rf.94d182ea017b798d091c28c3cd03c454.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\valid\images\shell20_png.rf.eabe8fd3e9f3d9accc388613de52b907.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\camscaner-bensin-rizky2_png.rf.182e6c63876ab99026d52c21b96b8391.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\bensin-affan4_jpeg.rf.70575a8b4ef3f8e9f0f39d9ca640e56f.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\UC-BATANG-DINNER-18-MARET-2026-pdf_page_1_png.rf.8b2ee1a65efdaca9faa4c7716297f6b9.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Gas\train\images\camscaner-bensin-nofita5_png.rf.93a6225963698ecbbacf3878de898066.jpg,Gas,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0000.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0001.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0002.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0003.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0004.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0005.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0006.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0007.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0008.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0009.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0010.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0011.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0012.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0013.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0014.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0015.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0016.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0017.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0018.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0019.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0020.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0021.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0022.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0023.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0024.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0025.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0026.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0027.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0028.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0029.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0030.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0031.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0032.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0033.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0034.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0035.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0036.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0037.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0038.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0039.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0040.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0041.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0042.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0043.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0044.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0045.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0046.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0047.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0048.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0049.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0050.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0051.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0052.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0053.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0054.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0055.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0056.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0057.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0058.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0059.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0060.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0061.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0062.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0063.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0064.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0065.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0066.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0067.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0068.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0069.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0070.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0071.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0072.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0073.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0074.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0075.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0076.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0077.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0078.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0079.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0080.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0081.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0082.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0083.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0084.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0085.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0086.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0087.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0088.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0089.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0090.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0091.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0092.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0093.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0094.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0095.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0096.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0097.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0098.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0099.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0100.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0101.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0102.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0103.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0104.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0105.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0106.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0107.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0108.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0109.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0110.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0111.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0112.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0113.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0114.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0115.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0116.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0117.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0118.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0119.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0120.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0121.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0122.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0123.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0124.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0125.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0126.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0127.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0128.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0129.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0130.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0131.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0132.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0133.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0134.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0135.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0136.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0137.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0138.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0139.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0140.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0141.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0142.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0143.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0144.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0145.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0146.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0147.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0148.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0149.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0150.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0151.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0152.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0153.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0154.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Gas\train\aug_Gas_0155.jpg,Gas,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-013_png_jpg.rf.a9feb613c6461c0ac990176408230994.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-123_png_jpg.rf.b7ef67b319e5779fac1d5fbc6cb00b3a.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-O-260309-AGDMRVQ_png.rf.3fa10ef093400ab7243b3aed0dd9ea98.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-189_png_jpg.rf.9adb04b0ff91208c16da5b1175af2fc3.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-023_png_jpg.rf.f9a53adf015cb69a12370dc7b7c654f6.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-183_png_jpg.rf.6f2017d201de04622f2df853927aae9f.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-125_png_jpg.rf.5f434647f469b8bc739174902b9e9936.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-044_png_jpg.rf.a8ef28ceac510aff1fcddabb2387a040.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\images-3-_jpg.rf.6d0e5a45098e95578de513d2e99f629d.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-170_png_jpg.rf.0df8bbfefa256e5e43371c9061b80659.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\CamScanner-18-11-2024-12-48_99_jpg.rf.fde8eab1d207cf459b243ab6ac649537.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-027_png_jpg.rf.aa73e4a03aee1162cf66ce3f617da541.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\CamScanner-19-11-2024-16-49_14_jpg.rf.f44017ff9dd1d9d321c8abc35c6d0e62.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\CamScanner-19-11-2024-16-49_4_jpg.rf.7fd4cb0f49d79b64a643bf8ded94cb39.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\receipt-058_png_jpg.rf.beb33c8e5e017af810ec436f1f15ac19.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\id-11134207-7r98w-lzbsdcbkel0e03_jpg.rf.703d9bd5d99b009ad316b1cf8f50d67d.jpg,Groceries,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Groceries\train\images\CamScanner-19-11-2024-16-49_2_jpg.rf.e50f8b2a9f6bcb453c0ad04d96878ac2.jpg,Groceries,train,False
